"type_1_npi","life_science_firm_name","product_name","nature_of_payment","year","amount"
"1770583296","SANOFI-AVENTIS U.S. LLC","SOLIQUA 100/33","Food and Beverage","2019","61.04"
"1992722821","MEDTRONIC, INC.","ARCTIC FRONT","Food and Beverage","2017","8.57"
"1699759324","TAKEDA PHARMACEUTICALS AMERICA, INC.","TRINTELLIX","Food and Beverage","2016","13.64"
"1932239142","SUNOVION PHARMACEUTICALS INC.","APTIOM","Food and Beverage","2017","21.16"
"1386265486","MELINTA THERAPEUTICS, INC.","VABOMERE","Food and Beverage","2022","28.71"
"1942566807","ASTELLAS PHARMA INC","AMBISOME","Food and Beverage","2019","29.220001"
"1013941673","ALLERGAN INC.","BOTOX","Food and Beverage","2019","19.44"
"1285741256","AMGEN INC.","KYPROLIS","Food and Beverage","2020","34.879997"
"1982937082","NEVRO CORP","OMNIA","Food and Beverage","2021","42.37"
"1083666978","MICROVENTION, INC.","STENT","Food and Beverage","2023","667.02"
"1881699924","NOVO NORDISK INC","TRESIBA","Food and Beverage","2016","102.48"
"1659329993","MERCK SHARP & DOHME CORPORATION","JANUVIA","Food and Beverage","2017","48.739998"
"1881649697","INARI MEDICAL, INC.","FLOWTRIEVER CATHETER, S","Food and Beverage","2022","68.630005"
"1114680964","JANSSEN PHARMACEUTICALS, INC","SPRAVATO","Food and Beverage","2023","200.70001"
"1346678760","THERAPEUTICSMD, INC.","ANNOVERA","Food and Beverage","2022","86.38"
"1538472725","JANSSEN PHARMACEUTICALS, INC","SIMPONI ARIA","Food and Beverage","2019","16.87"
"1669435293","ABBOTT LABORATORIES","SCS IPGS","Food and Beverage","2018","24.04"
"1659979052","ASTRAZENECA PHARMACEUTICALS LP","","Food and Beverage","2022","69.17"
"1235145046","BAUSCH HEALTH US, LLC","BTOD","Food and Beverage","2018","46.38"
"1811914443","ENDO PHARMACEUTICALS INC.","OPANA ER","Food and Beverage","2016","12.45"
"1760762090","NOVO NORDISK INC","OZEMPIC","Food and Beverage","2019","19.23"
"1023306065","NOVARTIS PHARMACEUTICALS CORPORATION","AFINITOR","Food and Beverage","2017","14.02"
"1235357674","JAZZ PHARMACEUTICALS INC.","SUNOSI","Food and Beverage","2020","122.06"
"1457397028","BOSTON SCIENTIFIC CORPORATION","WATCHMAN ACCESS SYSTEM","Food and Beverage","2022","34.989998"
"1730597659","VIIV HEALTHCARE COMPANY","","Travel and Lodging","2023","489.64"
"1629073762","DAIICHI SANKYO INC.","SAVAYSA","Food and Beverage","2016","114.84"
"1225019706","ASTRAZENECA PHARMACEUTICALS LP","SYMBICORT","Food and Beverage","2023","13.47"
"1437326410","MALLINCKRODT LLC","ACTHAR","Food and Beverage","2019","61.1"
"1578880902","APELLIS PHARMACEUTICALS, INC.","SYFOVRE","Food and Beverage","2023","112.5"
"1164636825","SHIRE NORTH AMERICAN GROUP INC","MYDAYIS","Food and Beverage","2018","19.19"
"1992913461","PFIZER INC.","INLYTA","Food and Beverage","2016","8.12"
"1720071780","AMGEN INC.","EVENITY","Food and Beverage","2023","17.25"
"1427068170","ABBVIE, INC.","VUITY","Food and Beverage","2022","42"
"1700965977","BIOLASE, INC.","IMAGING, WATERLASE IPLUS, EPIC, ILASE","Education","2017","66.63"
"1174520688","MERCEDES MEDICAL, LLC","CLINITEK STRIPS MICROALBUMIN 25/BTL","Gift","2017","4"
"1497728760","COOK INCORPORATED","ADVANCE","Food and Beverage","2022","61.51"
"1164440400","ALLERGAN INC.","DALVANCE","Food and Beverage","2020","44.260002"
"1538394408","BOSTON SCIENTIFIC CORPORATION","GENERAL - PAIN MANAGEMENT","Food and Beverage","2016","72.78"
"1306394143","REGENERON PHARMACEUTICALS, INC.","DUPIXENT","Education","2023","90.17"
"1740267178","AMGEN INC.","REPATHA","Food and Beverage","2018","9.52"
"1467562611","ASTRAZENECA PHARMACEUTICALS LP","BRILINTA","Food and Beverage","2018","78"
"1033206818","DENTSPLY INTERNATIONAL","TPH SPECTRA UNIVERSAL COMPOSITE RESTORATIVE LOW VISCOSITY","Food and Beverage","2022","14.07"
"1639531403","GLAXOSMITHKLINE, LLC.","BENLYSTA","Food and Beverage","2021","24.35"
"1578545638","ABBVIE, INC.","LO LOESTRIN FE","Food and Beverage","2022","42.52"
"1437609575","QUIDEL CORPORATION","SOFIA","Food and Beverage","2021","20"
"1942576871","ELI LILLY AND COMPANY","EMGALITY","Food and Beverage","2021","46.3"
"1730459298","ABBVIE, INC.","LINZESS","Food and Beverage","2023","12.08"
"1760489595","THE MEDICINES COMPANY","ORBACTIV","Food and Beverage","2017","22.33"
"1033633771","BAYER HEALTHCARE PHARMACEUTICALS INC.","KERENDIA","Food and Beverage","2022","56.44"
"1659445260","GENENTECH, INC.","ACTEMRA","Food and Beverage","2017","118.53"
"1225332133","ASTRAZENECA PHARMACEUTICALS LP","BREZTRI","Food and Beverage","2023","40.82"
"1104839091","PFIZER INC.","TRUMENBA","Food and Beverage","2016","44.11"
"1386886414","VALEANT PHARMACEUTICALS NORTH AMERICA LLC","CYCLOSET","Food and Beverage","2017","21.27"
"1811901390","ELI LILLY AND COMPANY","TRULICITY","Food and Beverage","2019","38.86"
"1225678394","BIOVENTUS LLC","SUPARTZ","Food and Beverage","2021","37.870003"
"1578020079","AVANIR PHARMACEUTICALS, INC.","NUEDEXTA","Food and Beverage","2021","43.75"
"1598907594","DEPUY SYNTHES PRODUCTS, INC.","MONOVISC","Food and Beverage","2022","12.25"
"1780615732","OTSUKA AMERICA PHARMACEUTICAL, INC.","","Food and Beverage","2022","18.05"
"1841227394","GALDERMA LABORATORIES, L.P.","SOOLANTRA","Speaking / Faculty Fee (Non-CME-related)","2020","3775"
"1376515999","ABBVIE, INC.","QULIPTA","Food and Beverage","2021","11.4"
"1083660187","EGALET US INC","SPRIX","Food and Beverage","2016","17.83"
"1922155712","ASTRAZENECA PHARMACEUTICALS LP","FASENRA","Food and Beverage","2019","318.22"
"1568492122","NOVO NORDISK INC","VICTOZA","Food and Beverage","2016","171.74"
"1992854558","ALIGN TECHNOLOGY, INC.","INVISALIGN","Food and Beverage","2022","20.22"
"1023085479","ALLERGAN INC.","VRAYLAR","Food and Beverage","2020","101.49"
"1497743595","MERCK SHARP & DOHME CORPORATION","ZETIA","Food and Beverage","2016","11"
"1356855084","AMGEN INC.","AIMOVIG","Food and Beverage","2022","11.52"
"1538326962","GLAXOSMITHKLINE, LLC.","TRELEGY ELLIPTA","Food and Beverage","2019","63.93"
"1841330800","VANDA PHARMACEUTICALS INC.","HETLIOZ","Food and Beverage","2020","62.42"
"1053488247","LUPIN INC.","SOLOSEC","Food and Beverage","2018","12.64"
"1841381076","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2017","487.47"
"1013179308","NOVO NORDISK INC","","Food and Beverage","2019","166.93"
"1609850619","JANSSEN PHARMACEUTICALS, INC","ZYTIGA","Education","2016","89.99"
"1851452254","PFIZER INC.","COMIRNATY","Food and Beverage","2023","28.650002"
"1003059197","NOVO NORDISK INC","RYBELSUS","Food and Beverage","2022","16.72"
"1821145855","BOLTON MEDICAL INC","GRAFTS","Education","2022","900"
"1922484468","SUMITOMO PHARMA CO., LTD.","APTIOM","Food and Beverage","2023","17.69"
"1134388325","ENDO PHARMACEUTICALS INC.","AVEED","Food and Beverage","2020","21.52"
"1982061180","TREACE MEDICAL CONCEPTS, INC.","LAPIPLASTY SYSTEM","Food and Beverage","2022","11.86"
"1861400749","MERCK SHARP & DOHME CORPORATION","DIFICID","Food and Beverage","2017","10.58"
"1326467762","ORGANOGENESIS INC.","APLIGRAF","Food and Beverage","2019","27.52"
"1033520382","OUTSET MEDICAL INC","","Food and Beverage","2022","336.11"
"1437156056","REGENERON PHARMACEUTICALS, INC.","PRALUENT ALIROCUMAB INJECTION","Food and Beverage","2018","64.89"
"1760072938","ANI PHARMACEUTICALS, INC.","PURIFIED CORTROPHIN GEL","Food and Beverage","2023","19.08"
"1174736599","GLOBUS MEDICAL, INC.","OTHER","Food and Beverage","2022","15.27"
"1083644322","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2017","42.32"
"1194825216","PFIZER INC.","XTANDI","Food and Beverage","2018","13.12"
"1558350702","JANSSEN PHARMACEUTICALS, INC","TREMFYA","Food and Beverage","2019","51.88"
"1437187838","NEUROCRINE BIOSCIENCES, INC.","INGREZZA","Food and Beverage","2018","15.28"
"1134475239","ESPERION THERAPEUTICS, INC.","NEXLETOL","Food and Beverage","2021","27.72"
"1619131299","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","JARDIANCE","Food and Beverage","2023","18.13"
"1245421114","PFIZER INC.","PREMARIN","Food and Beverage","2019","23.630001"
"1700240504","JANSSEN PHARMACEUTICALS, INC","STELARA","Consulting Fee","2022","4250"
"1821597634","PFIZER INC.","PREVNAR 20","Food and Beverage","2022","21.7"
"1083025225","LILLY USA, LLC","MOUNJARO","Food and Beverage","2023","13.01"
"1255383212","REGENERON PHARMACEUTICALS, INC.","EYLEA","Food and Beverage","2022","17.42"
"1033436084","THERAPEUTICSMD, INC.","BIJUVA","Food and Beverage","2020","26.16"
"1659370104","E.R. SQUIBB & SONS, L.L.C.","ELIQUIS","Food and Beverage","2019","24.42"
"1295004760","DENTSPLY INTERNATIONAL","TRUBYTE","Food and Beverage","2017","35.05"
"1174920524","E.R. SQUIBB & SONS, L.L.C.","SOTYKTU","Food and Beverage","2022","47.09"
"1134431497","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2017","85.61"
"1124028584","JANSSEN PHARMACEUTICALS, INC","INVEGA TRINZA","Food and Beverage","2017","47.19"
"1013298785","SIEMENS MEDICAL SOLUTIONS USA, INC.","ATELLICA CH 930 ANALYZER","Food and Beverage","2021","14.22"
"1144692823","JANSSEN PHARMACEUTICALS, INC","SIMPONI ARIA","Food and Beverage","2021","61.07"
"1114241973","NEUROCRINE BIOSCIENCES, INC.","INGREZZA","Food and Beverage","2018","16.54"
"1245474758","BIOMERIEUX","NEPHROCHECK TEST KIT","Consulting Fee","2022","550.91"
"1568542173","BAUSCH & LOMB AMERICAS INC.","INFUSE","Food and Beverage","2023","18.32"
"1578951372","PHILIPS ELECTRONICS NORTH AMERICA CORPORATION","(5050) EXT HOLTER","Food and Beverage","2022","28.029999"
"1407225014","TEVA PHARMACEUTICALS USA, INC.","AUSTEDO XR","Food and Beverage","2023","121.86"
"1134291263","EXACT SCIENCES CORPORATION","COLOGUARD COLLECTION KIT","Food and Beverage","2023","15"
"1285921056","DEXCOM, INC.","DEXCOM G6 TRANSMITTER","Food and Beverage","2021","23.24"
"1508488594","COOPERVISION INC.","AVAIRA CONTACT LENS","Food and Beverage","2022","24.03"
"1629336276","MERCK SHARP & DOHME CORPORATION","ROTATEQ","Food and Beverage","2018","12.26"
"1093808917","TEVA PHARMACEUTICALS USA, INC.","ZECUITY","Food and Beverage","2016","19.86"
"1588676506","GLAXOSMITHKLINE, LLC.","TANZEUM","Food and Beverage","2016","16.79"
"1659508265","EISAI INC.","BELVIQ","Food and Beverage","2019","17.07"
"1659577492","GILEAD SCIENCES, INC.","","Food and Beverage","2019","16.46"
"1568551075","BIOGEN, INC.","","Food and Beverage","2018","118.4"
"1508028366","NOVARTIS PHARMACEUTICALS CORPORATION","PIQRAY","Food and Beverage","2023","47.23"
"1689877813","ACORDA THERAPEUTICS, INC","INBRIJA","Speaking / Faculty Fee (Non-CME-related)","2019","33.76"
"1669469888","AMGEN INC.","AIMOVIG","Food and Beverage","2022","395.23"
"1255547998","PFIZER INC.","EMBEDA","Food and Beverage","2016","99.71"
"1144273772","ELI LILLY AND COMPANY","TRULICITY","Food and Beverage","2019","33.25"
"1104002872","ABBVIE, INC.","RINVOQ","Food and Beverage","2021","57.16"
"1629001680","VERTOS MEDICAL, INC.","MILD DEVICE KIT","Food and Beverage","2022","347.25"
"1013905785","ALLERGAN INC.","VRAYLAR","Food and Beverage","2016","14.39"
"1558402958","PFIZER INC.","EUCRISA","Education","2019","69.9"
"1699727099","TEVA PHARMACEUTICALS USA, INC.","AUSTEDO","Food and Beverage","2018","54.73"
"1881626695","TESARO, INC.","ZEJULA","Food and Beverage","2018","14.77"
"1003863937","INARI MEDICAL, INC.","FLOWTRIEVER","Food and Beverage","2020","42.63"
"1881149847","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","","Food and Beverage","2022","17.46"
"1972949220","BAYER HEALTHCARE PHARMACEUTICALS INC.","KYLEENA","Food and Beverage","2021","30.21"
"1093987067","GLOBUS MEDICAL, INC.","SPINE","Travel and Lodging","2022","56"
"1871564294","SMITH & NEPHEW, INC.","HEALICOIL SUTURE ANCHOR","Food and Beverage","2020","52.1"
"1285998237","MEDTRONIC, INC.","ACTIVA","Food and Beverage","2018","139.61"
"1174553770","TAKEDA PHARMACEUTICALS AMERICA, INC.","TRINTELLIX","Food and Beverage","2016","40.48"
"1144200601","EYEVANCE PHARMACEUTICALS LLC","FLAREX","Food and Beverage","2020","18.95"
"1578083259","BOSTON SCIENTIFIC CORPORATION","AMS","Food and Beverage","2019","98.43"
"1568752988","MERCK SHARP & DOHME CORPORATION","NEXPLANON","Food and Beverage","2018","20.97"
"1477850964","SMITH & NEPHEW, INC.","COLLAGENASE SANTYL","Food and Beverage","2022","82.270004"
"1972565653","BOSTON SCIENTIFIC CORPORATION","GENERAL - PAIN MANAGEMENT","Food and Beverage","2016","79.07"
"1285657213","JANSSEN PHARMACEUTICALS, INC","INVOKANA","Food and Beverage","2021","19.95"
"1265661680","SMITH & NEPHEW, INC.","STRAVIX","Food and Beverage","2022","124.99"
"1912223272","ENDO PHARMACEUTICALS INC.","NASCOBAL","Food and Beverage","2022","16.35"
"1265424253","CELGENE CORPORATION","ABRAXANE","Food and Beverage","2018","22"
"1649294042","GLAXOSMITHKLINE, LLC.","ADVAIR","Food and Beverage","2016","19.99"
"1326038308","ABBVIE, INC.","LUPRON","Food and Beverage","2016","35.71"
"1558503409","BIOTRONIK INC.","ACTICOR 7 VR-T DX","Food and Beverage","2023","79"
"1790459360","AMGEN INC.","OTEZLA","Food and Beverage","2022","23.22"
"1265441174","MERCK SHARP & DOHME CORPORATION","ASMANEX","Food and Beverage","2019","18.3"
"1831538727","BAUSCH & LOMB AMERICAS INC.","INFUSE","Food and Beverage","2023","113.89"
"1801888565","JANSSEN PHARMACEUTICALS, INC","XARELTO","Food and Beverage","2021","63.66"
"1740802438","JANSSEN PHARMACEUTICALS, INC","INVEGA SUSTENNA","Food and Beverage","2021","13.24"
"1730208059","PAINTEQ LLC","PAINTEQ","Food and Beverage","2023","18.83"
"1629464300","E.R. SQUIBB & SONS, L.L.C.","ELIQUIS","Food and Beverage","2021","15.51"
"1962777169","UCB, INC.","BRIVIACT","Food and Beverage","2021","28.57"
"1356548127","COVIDIEN LP","SONICISION","Travel and Lodging","2016","951.25"
"1154504017","SUN PHARMACEUTICAL INDUSTRIES INC.","BLU-U","Food and Beverage","2022","30.25"
"1679969364","PARAGON 28, INC.","GRAPPLER","Food and Beverage","2021","21.05"
"1730617713","EDWARDS LIFESCIENCES CORPORATION","CARPENTIER-EDWARDS PERIMOUNT MAGNA EASE PERICARDIAL AORTIC BIOPROSTHESIS","Food and Beverage","2018","245.12"
"1396366332","BIOVENTUS LLC","EXOGEN ULTRASOUND BONE HEALING SYSTEM","Food and Beverage","2023","18.05"
"1376521567","ASTRAZENECA PHARMACEUTICALS LP","BREZTRI","Food and Beverage","2022","43.66"
"1609296342","WRIGHT MEDICAL TECHNOLOGY, INC.","CARTIVA","Food and Beverage","2019","100.45"
"1841386570","BAUSCH HEALTH US, LLC","BIOTRUE ONE DAY","Food and Beverage","2019","17.82"
"1649939059","AMGEN INC.","OTEZLA","Food and Beverage","2023","26.369999"
"1417152349","ABBVIE, INC.","ANDROGEL","Food and Beverage","2016","20.66"
"1295714350","ELI LILLY AND COMPANY","TALTZ","Food and Beverage","2019","116.84"
"1043389174","JANSSEN PHARMACEUTICALS, INC","DARZALEX","Food and Beverage","2020","30.16"
"1316994395","AVANIR PHARMACEUTICALS, INC.","NUEDEXTA","Food and Beverage","2016","11.96"
"1043229883","LUNDBECK LLC","REXULTI","Food and Beverage","2023","200.93"
"1154396521","ALEXION PHARMACEUTICALS, INC.","SOLIRIS","Food and Beverage","2019","14.9"
"1669792248","CHIESI USA, INC.","PERTZYE","Food and Beverage","2017","159.52"
"1538425749","ABBVIE, INC.","HUMIRA","Food and Beverage","2021","103.93"
"1629024377","BIOCOMPATIBLES, INC.","VARITHENA","Food and Beverage","2019","44.2"
"1659340339","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","STIOLTO RESPIMAT","Food and Beverage","2021","54.38"
"1104834712","ASTRAZENECA PHARMACEUTICALS LP","FARXIGA","Food and Beverage","2016","17.26"
"1881332914","ALCON VISION LLC","PRECISION 1","Food and Beverage","2023","12.31"
"1053467852","ABBVIE, INC.","LO LOESTRIN FE","Food and Beverage","2021","31.490002"
"1083970172","ELI LILLY AND COMPANY","TRADJENTA","Food and Beverage","2017","88.08"
"1821089699","NOVARTIS PHARMACEUTICALS CORPORATION","ENTRESTO","Food and Beverage","2019","23"
"1124333703","HORIZON THERAPEUTICS PLC","PENNSAID","Food and Beverage","2019","39.92"
"1770966335","ASTELLAS PHARMA INC","","Education","2021","99"
"1447924295","ZIMVIE INC.","","Food and Beverage","2022","244.58"
"1538134705","BAXTER HEALTHCARE","TISSEEL","Food and Beverage","2023","43.81"
"1396788766","MEDTRONIC, INC.","ATTAIN","Food and Beverage","2021","28.85"
"1356518617","DEPUY SYNTHES PRODUCTS, INC.","ANGLED BLADE PLATES","Food and Beverage","2020","22.49"
"1972567303","SUREFIRE MEDICAL, INC.","SUREFIRE INFUSION SYSTEMS","Food and Beverage","2017","82.12"
"1023094083","AMAG PHARMACEUTICALS, INC.","MAKENA","Education","2018","20"
"1982832671","GLAXOSMITHKLINE, LLC.","TRELEGY ELLIPTA","Food and Beverage","2022","501.88998"
"1689686677","ABBVIE, INC.","SYNTHROID","Food and Beverage","2020","109.43"
"1205899051","REDHILL BIOPHARMA INC.","AEMCOLO","Food and Beverage","2020","33.68"
"1881667897","ZOLL SERVICES LLC (A/K/A ZOLL LIFECOR CORP)","LIFEVEST","Food and Beverage","2019","12.16"
"1891763736","COOK INCORPORATED","COOK MEDICAL SELF-EXPANDING STENT","Food and Beverage","2016","128.1"
"1609866144","ABBOTT LABORATORIES","PROCLAIM","Food and Beverage","2022","72.15"
"1386236321","ABBVIE, INC.","RINVOQ","Food and Beverage","2023","291.45"
"1992909618","ALIGN TECHNOLOGY, INC.","INVISALIGN","Food and Beverage","2021","21.43"
"1194133025","DENTSPLY INTERNATIONAL","TPH SPECTRA","Food and Beverage","2018","12.46"
"1013134196","ABBOTT LABORATORIES","AXIUM","Food and Beverage","2022","127.700005"
"1316258270","ALIGN TECHNOLOGY, INC.","ITERO ELEMENT 5D PLUS","Food and Beverage","2023","10.99"
"1003870171","EMD SERONO, INC.","XALKORI","Food and Beverage","2016","23.99"
"1386647006","ABBVIE, INC.","LUPRON DEPOT","Food and Beverage","2020","14.48"
"1013914084","GENENTECH, INC.","OCREVUS","Food and Beverage","2017","55.68"
"1265480370","PHILIPS ELECTRONICS NORTH AMERICA CORPORATION","(9547) IGT SYSTEMS UNDIVIDED","Speaking / Faculty Fee (Non-CME-related)","2020","1200"
"1801836457","AZURITY PHARMACEUTICALS, INC.","HORIZANT","Food and Beverage","2023","17.18"
"1528345469","DEXCOM, INC.","DEXCOM G6 TRANSMITTER","Food and Beverage","2021","27.64"
"1831169374","SMITH & NEPHEW, INC.","Q-FIX","Food and Beverage","2018","53.25"
"1578564761","ALLERGAN INC.","BOTOX THERAPEUTIC","Food and Beverage","2018","66.81"
"1821350745","ABBVIE, INC.","SKYRIZI","Food and Beverage","2020","666.31"
"1912046715","MEDLINE INDUSTRIES, INC.","","Travel and Lodging","2017","206.3"
"1669728028","ACADIA PHARMACEUTICALS INC","DAYBUE","Food and Beverage","2023","13.11"
"1861428112","STRYKER CORPORATION","PROSTEP","Food and Beverage","2021","12.39"
"1235580358","ORAPHARMA, A DIVISION OF BAUSCH HEALTH US, LLC","ARESTIN","Food and Beverage","2021","12.9"
"1992960520","TERUMO MEDICAL CORPORATION","NAVICROSS","Food and Beverage","2017","165.99"
"1932138104","ELI LILLY AND COMPANY","FORTEO","Food and Beverage","2016","14.34"
"1548209075","ALLERGAN INC.","BYSTOLIC","Food and Beverage","2018","12.1"
"1023080116","ESPERION THERAPEUTICS, INC.","NEXLIZET","Food and Beverage","2020","122.58"
"1134117872","NOVARTIS PHARMACEUTICALS CORPORATION","","Food and Beverage","2023","28.3"
"1003876756","GENENTECH, INC.","RITUXAN","Food and Beverage","2020","42.35"
"1548496466","GLAXOSMITHKLINE, LLC.","TRELEGY ELLIPTA","Food and Beverage","2018","11.69"
"1407924921","STRYKER CORPORATION","ALLOGRAFT","Food and Beverage","2019","18.34"
"1982616991","BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.","","Food and Beverage","2017","84.32"
"1750898367","ZOLL SERVICES LLC (A/K/A ZOLL LIFECOR CORP)","LIFEVEST","Food and Beverage","2023","114.46"
"1467439430","BIOSENSE WEBSTER, INC.","CARTO 3 SYSTEM","Food and Beverage","2016","128.2"
"1205248184","UCB, INC.","CIMZIA","Food and Beverage","2020","14.73"
"1306869185","ABBOTT LABORATORIES","TENDRIL PACING LEAD","Food and Beverage","2019","3.4"
"1912913799","NOVO NORDISK INC","SAXENDA","Food and Beverage","2021","15.78"
